TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks
64402,2023-11-12,Rajiv Chowk,New Delhi,2.77,187.23,13.78,15.0,Single,weekend
129107,2023-08-19,Central Secretariat,Hauz Khas,0.54,90.28,50.74,20.0,Tourist Card,weekend
31989,2023-07-23,New Delhi,Rajiv Chowk,1.05,72.23,96.27,13.0,Single,off-peak
48497,2023-07-18,Kalkaji Mandir,Netaji Subhash Place,3.32,188.26,62.06,25.0,Tourist Card,festival
118117,2022-08-14,Kalkaji Mandir,New Delhi,0.72,59.36,62.57,23.0,Smart Card,
147260,2022-12-21,Rajiv Chowk,Mandi House,0.56,13.95,79.2,13.0,Tourist Card,peak
146071,2022-06-03,Noida City Centre,AIIMS,3.07,54.74,95.15,19.0,Tourist Card,off-peak
19665,2023-10-21,Kashmere Gate,Rajiv Chowk,3.06,168.56,112.93,24.0,Tourist Card,peak
133943,2022-02-22,Rajiv Chowk,Shivaji Park,1.3900000000000001,16.83,79.58,14.0,Tourist Card,peak
49336,2022-08-02,Mandi House,Jasola Vihar,2.37,101.16,26.33,21.0,Tourist Card,maintenance
111368,2022-10-24,Mandi House,Janakpuri West,15.82,163.23,68.05,21.0,Smart Card,festival
25626,2022-06-10,Rajiv Chowk,Noida City Centre,3.54,14.42,85.82,22.0,Smart Card,festival
49890,2023-04-25,Laxmi Nagar,Punjabi Bagh,2.65,158.42,49.37,26.0,Single,maintenance
49014,2022-06-17,Inderlok,Old Delhi,10.79,40.64,42.61,20.0,Tourist Card,maintenance
135176,2022-09-05,Dilshad Garden,Noida City Centre,13.78,138.62,74.27,28.0,Tourist Card,weekend
80343,2023-09-25,Rajiv Chowk,Chandni Chowk,2.6,91.9,34.53,22.0,Tourist Card,peak
98742,2023-03-05,Janakpuri West,New Delhi,7.6,121.01,119.45,20.0,Single,
111426,2022-09-30,Rajiv Chowk,Hauz Khas,9.85,160.42,77.91,19.0,Tourist Card,peak
92589,2022-06-10,Jasola Vihar,Laxmi Nagar,6.34,107.95,78.38,24.0,Single,peak
15672,2024-01-21,Janakpuri West,Inderlok,0.75,111.74,58.81,20.0,Smart Card,maintenance
63099,2024-06-04,AIIMS,Dilshad Garden,2.39,191.18,37.91,21.0,Smart Card,
59203,2023-07-03,Noida City Centre,Netaji Subhash Place,9.48,145.74,11.75,18.0,Smart Card,off-peak
82118,2024-09-02,Kashmere Gate,Central Secretariat,6.28,184.44,84.27,17.0,,off-peak
97659,2022-01-07,New Delhi,Chandni Chowk,2.62,24.41,37.81,21.0,Smart Card,off-peak
95577,2024-04-18,New Delhi,Kalkaji Mandir,3.08,197.27,68.81,15.0,Single,weekend
24148,2022-02-16,Kashmere Gate,Inderlok,22.13,56.4,32.6,20.0,Tourist Card,off-peak
72920,2022-07-30,mandi house,Kirti Nagar,5.25,115.53,90.39,15.0,Tourist Card,peak
77444,2022-08-22,NEW DELHI,Central Secretariat,0.92,166.23,48.65,19.0,Tourist Card,maintenance
139805,2023-09-25,Mandi House,Netaji Subhash Place,5.91,79.59,61.44,23.0,Tourist Card,weekend
114828,2022-02-17,Noida City Centre,Inderlok,5.09,115.1,19.5,18.0,Tourist Card,
118318,2022-11-30,Model Town,AIIMS,6.19,39.71,68.1,19.0,Single,festival
4008,2023-03-24,mandi house,Netaji Subhash Place,1.6800000000000002,37.9,72.95,26.0,Tourist Card,weekend
27061,2023-05-23,Kalkaji Mandir,Old Delhi,5.95,152.14,51.2,21.0,Smart Card,maintenance
86496,2023-02-14,Central Secretariat,Laxmi Nagar,3.27,55.27,54.97,17.0,Smart Card,off-peak
115182,2023-01-18,New Delhi,Punjabi Bagh,6.53,81.53,76.09,21.0,Single,
61999,2023-03-01,Rajiv Chowk,Kirti Nagar,8.09,85.55,42.68,25.0,Tourist Card,festival
97866,2022-01-15,chandni chowk,Model Town,12.22,150.7,115.66,16.0,Tourist Card,off-peak
68278,2023-03-13,Jasola Vihar,Janakpuri West,3.71,196.82,64.43,24.0,Tourist Card,festival
119233,2022-06-19,Rajiv Chowk,Inderlok,5.5600000000000005,10.9,14.86,22.0,Single,festival
128747,2023-09-14,Noida City Centre,Rajiv Chowk,18.27,45.8,67.22,22.0,Smart Card,
16145,2023-06-09,Noida City Centre,Janakpuri West,3.08,134.02,22.33,19.0,Smart Card,weekend
1849,2024-08-29,Jasola Vihar,Barakhamba Road,4.74,66.87,34.39,18.0,Tourist Card,festival
48440,2024-08-18,Noida City Centre,Mandi House,2.69,140.53,44.08,14.0,Single,off-peak
37158,2022-01-26,Dilshad Garden,Old Delhi,5.54,145.66,74.72,17.0,Tourist Card,peak
130826,2024-05-24,Mandi House,Barakhamba Road,2.46,196.15,45.58,17.0,Single,maintenance
113621,2022-06-26,New Delhi,Inderlok,7.53,34.7,66.82,24.0,Smart Card,peak
43152,2022-04-21,Dilshad Garden,Jasola Vihar,5.54,148.15,47.12,23.0,Tourist Card,weekend
44682,2022-12-09,Chandni Chowk,Central Secretariat,3.09,13.75,19.61,20.0,Smart Card,
123048,2024-03-17,New Delhi,Old Delhi,3.27,80.12,32.92,11.0,Smart Card,
112215,2024-04-13,Rajiv Chowk,Rajouri Garden,12.71,63.01,37.0,18.0,Smart Card,maintenance
87808,2024-09-16,Noida City Centre,Pragati Maidan,3.3,107.77,50.08,25.0,Smart Card,off-peak
17996,2023-11-12,Rajiv Chowk,Janakpuri West,0.6000000000000001,146.02,95.42,14.0,Smart Card,maintenance
9700,2024-06-04,Noida City Centre,Dilshad Garden,6.18,140.12,6.27,17.0,Tourist Card,peak
79845,2022-05-13,Jasola Vihar,New Delhi,11.88,107.57,44.18,17.0,Tourist Card,maintenance
149922,2022-02-13,Inderlok,Dilshad Garden,3.42,116.67,86.82,17.0,Smart Card,weekend
52526,2024-04-04,Jasola Vihar,Dilshad Garden,7.67,146.16,59.73,24.0,Smart Card,maintenance
99730,2023-03-01,Noida City Centre,Janakpuri West,3.68,123.76,25.75,17.0,Tourist Card,
117874,2022-10-15,Laxmi Nagar,Central Secretariat,1.04,131.71,55.52,19.0,Tourist Card,maintenance
109476,2022-12-02,Noida City Centre,Chandni Chowk,1.27,47.64,6.89,26.0,Tourist Card,maintenance
31176,2022-07-18,AIIMS,Old Delhi,16.74,193.6,42.4,21.0,Tourist Card,peak
65375,2024-06-01,Inderlok,Janakpuri West,3.81,31.13,64.49,22.0,Single,off-peak
52030,2024-11-12,Rajiv Chowk,Kirti Nagar,7.4,28.94,71.99,25.0,Tourist Card,off-peak
26610,2023-11-14,Dilshad Garden,Netaji Subhash Place,1.17,161.92,83.41,21.0,Tourist Card,festival
88489,2023-09-12,Mandi House,Janakpuri West,9.47,127.34,81.36,18.0,Tourist Card,maintenance
68855,2023-04-26,Model Town,Barakhamba Road,1.7000000000000002,159.67,40.77,17.0,Single,
122151,2023-04-12,Laxmi Nagar,Netaji Subhash Place,9.74,56.51,94.84,21.0,Smart Card,festival
146174,2022-02-05,Laxmi Nagar,Barakhamba Road,7.3,143.58,70.26,26.0,Tourist Card,
25720,2024-05-12,Chandni Chowk,Old Delhi,3.24,93.7,12.25,19.0,Tourist Card,weekend
92747,2023-04-11,Kalkaji Mandir,Kashmere Gate,6.26,131.29,67.2,19.0,Single,off-peak
65921,2024-01-12,Noida City Centre,AIIMS,4.85,47.46,107.07,18.0,Single,off-peak
44480,2024-01-22,Rajiv Chowk,Old Delhi,0.66,130.76,73.12,13.0,Tourist Card,weekend
34431,2022-03-07,Rajouri Garden,Barakhamba Road,1.07,34.37,114.23,22.0,Smart Card,peak
108841,2022-12-03,kalkaji mandir,Inderlok,0.86,86.67,57.67,22.0,Tourist Card,weekend
103467,2022-08-22,Laxmi Nagar,Kalkaji Mandir,2.34,151.46,52.65,19.0,Single,festival
87457,2022-06-11,Model Town,Central Secretariat,0.52,115.65,81.06,17.0,Tourist Card,weekend
149592,2023-10-07,Jasola Vihar,Kashmere Gate,5.39,155.07,95.07,12.0,Tourist Card,peak
143914,2024-07-19,rajiv chowk,Model Town,11.84,20.06,60.07,18.0,Tourist Card,off-peak
96070,2022-03-04,Laxmi Nagar,Inderlok,1.87,83.02,16.0,23.0,Single,
118084,2024-01-31,Rajiv Chowk,Kalkaji Mandir,8.59,184.07,47.93,33.0,Tourist Card,peak
60007,2023-09-14,HAUZ KHAS,Punjabi Bagh,13.63,144.46,6.37,23.0,Tourist Card,peak
32620,2024-09-24,Noida City Centre,Jasola Vihar,1.54,83.94,116.38,24.0,Single,festival
144634,2022-01-05,Rajiv Chowk,Barakhamba Road,10.02,159.24,70.79,23.0,,weekend
94071,2023-04-07,Rajiv Chowk,Inderlok,1.62,96.26,45.22,19.0,Tourist Card,peak
120950,2024-11-02,New Delhi,Central Secretariat,6.06,134.4,33.32,20.0,Smart Card,festival
136209,2022-02-09,Kalkaji Mandir,Shivaji Park,5.33,109.61,71.34,21.0,Tourist Card,maintenance
107457,2023-07-24,Jasola Vihar,Inderlok,0.58,109.35,62.08,23.0,Tourist Card,festival
74850,2022-05-31,Hauz Khas,Rajiv Chowk,17.45,87.5,85.99,21.0,Single,festival
124980,2022-12-03,New Delhi,AIIMS,2.17,53.53,110.16,24.0,Smart Card,
108189,2023-03-03,Laxmi Nagar,Mandi House,4.04,171.5,108.49,18.0,Single,maintenance
147439,2023-01-07,Noida City Centre,Pragati Maidan,4.64,106.72,88.17,19.0,Smart Card,festival
103169,2023-05-15,Central Secretariat,Kashmere Gate,4.51,47.44,111.3,16.0,Tourist Card,peak
36039,2022-11-06,AIIMS,Central Secretariat,2.34,74.05,87.71,20.0,Smart Card,weekend
42540,2022-04-12,Mandi House,Punjabi Bagh,2.39,40.95,6.58,20.0,Tourist Card,
47486,2022-08-10,Rajiv Chowk,Rajouri Garden,9.74,131.38,77.98,19.0,Tourist Card,
35469,2024-02-29,Model Town,Inderlok,10.67,144.0,118.73,18.0,Tourist Card,maintenance
64205,2022-12-12,Noida City Centre,Chandni Chowk,6.8100000000000005,43.6,77.62,18.0,Single,
72803,2022-08-23,Noida City Centre,Old Delhi,5.76,78.96,93.17,14.0,Single,maintenance
101280,2023-12-30,Rajiv Chowk,Jasola Vihar,1.82,133.13,82.11,,Smart Card,off-peak
15816,2024-01-15,Noida City Centre,Hauz Khas,4.68,50.55,119.94,26.0,Tourist Card,maintenance
102852,2023-10-07,Model Town,Kalkaji Mandir,3.18,139.79,79.19,26.0,Tourist Card,festival
55835,2022-06-22,Noida City Centre,Model Town,8.0,110.6,10.39,28.0,Smart Card,maintenance
27032,2022-03-14,Chandni Chowk,Barakhamba Road,2.1,57.52,112.59,18.0,Tourist Card,peak
50645,2024-08-28,Jasola Vihar,Dilshad Garden,0.54,21.53,38.77,17.0,Tourist Card,festival
82692,2022-01-24,Inderlok,Janakpuri West,23.25,112.95,27.74,23.0,Single,maintenance
7252,2024-09-28,Kalkaji Mandir,Janakpuri West,1.52,95.67,63.78,17.0,Single,peak
7820,2023-09-13,Model Town,Punjabi Bagh,2.79,64.95,64.33,22.0,Smart Card,weekend
80059,2024-03-30,Rajiv Chowk,Jasola Vihar,0.55,80.2,41.81,16.0,Smart Card,festival
31685,2022-01-08,central secretariat,AIIMS,0.89,102.54,69.52,22.0,Tourist Card,off-peak
130615,2022-11-20,Rajiv Chowk,Old Delhi,6.47,195.82,92.89,22.0,Smart Card,weekend
63548,2023-07-06,Mandi House,Dilshad Garden,0.9400000000000001,67.12,86.31,24.0,Tourist Card,maintenance
144292,2024-05-03,Noida City Centre,Shivaji Park,0.8200000000000001,154.88,36.64,16.0,Tourist Card,weekend
9420,2023-07-21,Noida City Centre,Kirti Nagar,3.03,178.5,117.02,22.0,Tourist Card,maintenance
32646,2024-01-25,Laxmi Nagar,Jasola Vihar,2.08,33.15,72.48,17.0,Tourist Card,weekend
89244,2022-09-21,Hauz Khas,New Delhi,5.04,173.29,18.69,23.0,Tourist Card,off-peak
135462,2022-08-27,Kashmere Gate,Hauz Khas,4.22,20.84,109.35,26.0,Smart Card,weekend
23694,2024-12-02,AIIMS,Mandi House,1.23,53.79,92.92,19.0,Tourist Card,festival
110342,2023-03-30,Noida City Centre,Inderlok,1.76,58.45,81.75,23.0,Tourist Card,festival
94691,2023-05-10,Laxmi Nagar,AIIMS,4.3,98.92,22.69,21.0,Tourist Card,off-peak
58136,2023-08-09,Jasola Vihar,Mandi House,0.53,18.42,48.99,27.0,Tourist Card,peak
113221,2023-10-07,Hauz Khas,Old Delhi,6.43,191.09,97.78,20.0,Tourist Card,maintenance
105630,2024-10-20,Kalkaji Mandir,AIIMS,8.4,72.84,118.13,29.0,Tourist Card,peak
21350,2023-09-03,Hauz Khas,Shivaji Park,3.18,107.29,43.25,22.0,Smart Card,
8237,2024-02-09,Noida City Centre,Rajiv Chowk,13.34,165.8,88.85,20.0,Single,weekend
44584,2024-02-23,Rajiv Chowk,Mandi House,11.22,195.88,56.89,17.0,Smart Card,off-peak
44656,2024-07-20,Rajiv Chowk,Old Delhi,6.89,185.25,10.71,19.0,Tourist Card,peak
144649,2023-02-11,Rajiv Chowk,Pragati Maidan,3.36,133.68,70.72,23.0,Single,maintenance
51421,2023-11-04,Rajiv Chowk,Jasola Vihar,14.39,25.74,95.86,25.0,Tourist Card,peak
18295,2024-07-02,Noida City Centre,Barakhamba Road,0.58,171.61,39.17,21.0,Smart Card,maintenance
25082,2024-12-04,Noida City Centre,Dilshad Garden,1.63,117.99,7.91,21.0,Smart Card,off-peak
139424,2023-10-05,Rajiv Chowk,Shivaji Park,2.06,155.15,16.77,17.0,Smart Card,peak
116282,2022-04-26,Hauz Khas,Kirti Nagar,0.92,166.41,19.89,18.0,Smart Card,peak
140005,2022-09-27,CENTRAL SECRETARIAT,New Delhi,2.41,130.27,13.66,27.0,Tourist Card,
36286,2023-10-08,Rajiv Chowk,Kashmere Gate,3.37,39.09,55.25,23.0,Tourist Card,peak
145748,2024-02-10,Noida City Centre,Central Secretariat,1.06,42.15,77.73,21.0,Single,
59821,2023-09-03,Rajiv Chowk,Old Delhi,1.4100000000000001,144.03,73.47,22.0,Single,maintenance
111864,2024-03-21,Rajiv Chowk,Pragati Maidan,3.18,185.35,96.2,16.0,Smart Card,
138672,2024-12-08,Model Town,Central Secretariat,10.37,79.32,33.09,28.0,Smart Card,
141890,2024-09-30,New Delhi,Inderlok,2.3,82.07,80.97,5.0,Single,weekend
83068,2023-06-30,Rajiv Chowk,Kalkaji Mandir,6.5600000000000005,56.82,13.67,22.0,Smart Card,maintenance
60818,2022-06-09,Chandni Chowk,Kalkaji Mandir,6.42,174.35,39.98,21.0,Tourist Card,
58325,2022-09-10,Inderlok,Pragati Maidan,5.69,120.13,55.29,29.0,Tourist Card,off-peak
147144,2024-09-01,dilshad garden,Pragati Maidan,12.47,115.81,107.16,21.0,Tourist Card,off-peak
137351,2022-05-15,AIIMS,Rajiv Chowk,0.61,172.33,118.86,22.0,Smart Card,peak
65696,2023-12-17,New Delhi,Mandi House,0.75,173.43,19.03,18.0,Tourist Card,peak
61568,2024-01-10,Model Town,Pragati Maidan,9.95,188.96,44.92,21.0,Tourist Card,peak
57337,2024-05-29,New Delhi,Old Delhi,3.17,129.63,92.49,19.0,Tourist Card,off-peak
94146,2024-01-30,Inderlok,Kashmere Gate,0.9,43.77,99.34,16.0,Tourist Card,maintenance
96398,2022-06-11,Noida City Centre,Rajiv Chowk,4.72,119.47,32.59,21.0,Smart Card,maintenance
74316,2024-04-19,Noida City Centre,AIIMS,7.52,192.83,99.35,23.0,Smart Card,peak
32297,2023-09-01,New Delhi,Jasola Vihar,2.09,135.73,50.42,19.0,Single,
41325,2024-09-23,Rajiv Chowk,Noida City Centre,13.92,133.4,48.0,17.0,Tourist Card,off-peak
27471,2024-07-11,Rajiv Chowk,Old Delhi,1.56,184.81,99.18,17.0,Single,
17090,2024-11-17,Central Secretariat,Inderlok,6.0,118.67,40.4,21.0,Tourist Card,off-peak
46587,2024-09-28,Noida City Centre,Pragati Maidan,7.5600000000000005,120.16,25.89,16.0,Smart Card,weekend
115101,2022-11-29,Rajiv Chowk,Shivaji Park,11.45,97.32,91.46,18.0,Smart Card,maintenance
28355,2024-07-01,Rajiv Chowk,Kashmere Gate,2.18,134.85,105.92,17.0,Smart Card,weekend
24516,2022-08-25,Rajiv Chowk,New Delhi,1.13,53.96,47.87,16.0,Single,festival
94744,2024-02-13,Dilshad Garden,Inderlok,20.11,92.38,112.67,26.0,Smart Card,off-peak
29637,2022-11-06,Mandi House,AIIMS,1.08,68.63,27.81,23.0,Tourist Card,off-peak
56073,2024-02-05,Kalkaji Mandir,Shivaji Park,1.8399999999999999,169.81,111.32,19.0,Tourist Card,maintenance
127073,2023-09-03,Hauz Khas,Rajiv Chowk,7.55,118.47,65.81,25.0,Tourist Card,peak
14992,2023-09-28,Noida City Centre,AIIMS,0.8300000000000001,12.03,14.12,22.0,Smart Card,peak
110811,2024-10-22,Hauz Khas,Kashmere Gate,2.14,163.49,65.66,18.0,Tourist Card,peak
125085,2023-10-08,Chandni Chowk,Model Town,3.21,112.73,54.4,21.0,Single,weekend
140835,2024-11-22,Jasola Vihar,Kashmere Gate,4.18,54.99,66.2,25.0,Tourist Card,off-peak
122668,2023-06-01,Model Town,Barakhamba Road,0.91,180.4,34.93,14.0,Tourist Card,maintenance
25795,2023-01-09,Mandi House,Inderlok,4.17,20.88,90.08,20.0,Smart Card,off-peak
83672,2022-02-21,Inderlok,Chandni Chowk,4.49,160.43,27.0,24.0,Tourist Card,festival
18006,2022-10-26,Kashmere Gate,Inderlok,1.6400000000000001,90.6,39.54,14.0,Single,festival
68073,2022-09-26,central secretariat,Chandni Chowk,6.05,105.48,70.44,14.0,Tourist Card,weekend
59655,2022-10-07,Rajiv Chowk,Punjabi Bagh,2.24,161.29,100.08,21.0,Tourist Card,
44180,2023-03-02,Noida City Centre,Rajiv Chowk,3.93,89.08,64.52,22.0,Smart Card,maintenance
90824,2022-08-06,Rajiv Chowk,Netaji Subhash Place,2.22,90.42,74.45,17.0,Smart Card,maintenance
132502,2022-09-01,Mandi House,Dilshad Garden,4.05,42.78,26.08,14.0,Tourist Card,weekend
105058,2023-01-21,Janakpuri West,Hauz Khas,5.16,103.08,110.42,21.0,Tourist Card,peak
24756,2024-02-14,Janakpuri West,Pragati Maidan,8.87,20.98,94.64,19.0,Tourist Card,festival
134342,2024-10-06,Jasola Vihar,Rajiv Chowk,2.08,135.68,88.97,15.0,Tourist Card,peak
70114,2022-07-13,Central Secretariat,Punjabi Bagh,4.36,161.76,29.26,14.0,Tourist Card,
87908,2024-05-23,Hauz Khas,Janakpuri West,1.55,94.37,82.93,21.0,Tourist Card,off-peak
87930,2024-10-06,Kalkaji Mandir,Inderlok,0.72,41.55,111.17,22.0,Single,off-peak
110224,2024-06-23,Noida City Centre,Hauz Khas,2.14,39.21,111.98,15.0,Single,
310,2022-10-24,Laxmi Nagar,Kashmere Gate,2.92,115.17,108.05,15.0,Single,maintenance
110461,2023-05-13,Rajiv Chowk,Central Secretariat,11.15,124.22,78.58,21.0,Tourist Card,peak
56051,2023-05-11,Noida City Centre,Janakpuri West,2.79,61.52,22.84,22.0,Single,maintenance
113007,2024-07-18,Noida City Centre,Pragati Maidan,3.48,77.64,18.31,28.0,Tourist Card,off-peak
102134,2023-10-31,Kalkaji Mandir,New Delhi,1.5899999999999999,48.51,50.78,27.0,Tourist Card,peak
15094,2023-03-15,dilshad garden,Central Secretariat,1.58,16.16,23.89,18.0,Tourist Card,peak
27245,2022-05-24,AIIMS,Model Town,14.07,177.76,40.64,20.0,Tourist Card,
129339,2023-10-04,Rajiv Chowk,New Delhi,1.05,168.47,106.29,27.0,Smart Card,weekend
126982,2022-05-01,Kashmere Gate,New Delhi,0.9,182.67,87.38,26.0,Tourist Card,peak
108456,2024-01-25,Chandni Chowk,Punjabi Bagh,0.77,73.69,74.05,22.0,Tourist Card,maintenance
65910,2023-11-06,Laxmi Nagar,Inderlok,0.63,40.99,61.97,20.0,Tourist Card,off-peak
80811,2024-02-06,chandni chowk,Noida City Centre,2.92,129.84,58.21,15.0,Tourist Card,maintenance
47944,2022-09-30,Noida City Centre,AIIMS,19.87,57.98,16.58,15.0,Tourist Card,
125792,2023-05-30,New Delhi,Old Delhi,0.8300000000000001,38.45,27.46,19.0,Smart Card,peak
81580,2024-01-28,Noida City Centre,Kashmere Gate,2.95,132.81,68.22,17.0,Smart Card,maintenance
10163,2023-06-04,Model Town,Kalkaji Mandir,0.92,117.0,95.54,22.0,Tourist Card,festival
610,2024-01-26,New Delhi,New Delhi,0.7000000000000001,97.75,7.51,18.0,Smart Card,maintenance
131440,2023-11-09,Rajouri Garden,Central Secretariat,9.73,10.26,6.52,29.0,Tourist Card,
38376,2023-10-17,Model Town,Punjabi Bagh,4.34,166.98,43.68,23.0,Smart Card,peak
132201,2024-01-30,Kashmere Gate,Model Town,0.54,126.4,43.49,17.0,Tourist Card,maintenance
14957,2024-08-31,Central Secretariat,Noida City Centre,11.04,182.19,57.87,18.0,Single,peak
53997,2023-05-23,New Delhi,Jasola Vihar,10.36,25.64,21.82,14.0,Tourist Card,peak
21291,2024-11-13,Laxmi Nagar,Dilshad Garden,24.55,11.83,29.17,16.0,Single,peak
95951,2024-03-15,Jasola Vihar,Hauz Khas,4.1,34.91,44.54,21.0,Smart Card,off-peak
74094,2023-01-09,Rajouri Garden,Barakhamba Road,6.37,153.12,57.44,17.0,Smart Card,weekend
14888,2022-03-24,AIIMS,Chandni Chowk,7.73,22.5,88.74,23.0,Tourist Card,festival
669,2022-07-24,Laxmi Nagar,New Delhi,3.27,50.73,22.73,29.0,Tourist Card,weekend
105654,2022-08-15,Central Secretariat,Punjabi Bagh,9.67,79.59,79.48,16.0,Tourist Card,weekend
17859,2023-03-22,Laxmi Nagar,Dilshad Garden,3.8200000000000003,14.68,29.91,13.0,Tourist Card,off-peak
116214,2023-03-10,New Delhi,Dilshad Garden,9.34,162.23,31.55,20.0,Tourist Card,maintenance
5967,2024-09-20,Kalkaji Mandir,Noida City Centre,3.11,96.95,54.65,17.0,Tourist Card,peak
77344,2024-10-14,New Delhi,Kirti Nagar,8.92,53.45,40.29,15.0,Single,weekend
66633,2023-01-11,New Delhi,Rajouri Garden,3.63,71.34,116.91,18.0,Single,weekend
94649,2022-10-17,Janakpuri West,Mandi House,15.76,189.99,39.7,22.0,Smart Card,festival
62380,2023-06-27,Inderlok,Kalkaji Mandir,4.11,44.42,106.27,26.0,Tourist Card,peak
13659,2022-08-09,Model Town,Barakhamba Road,3.04,80.88,28.78,18.0,Smart Card,weekend
119674,2024-02-07,Rajiv Chowk,Central Secretariat,0.8300000000000001,36.55,24.9,18.0,Tourist Card,maintenance
21725,2023-03-14,Noida City Centre,Rajiv Chowk,3.81,73.16,49.57,21.0,Tourist Card,
98493,2023-05-04,Noida City Centre,Barakhamba Road,25.57,123.18,64.42,11.0,,maintenance
114500,2024-07-28,Rajiv Chowk,Mandi House,1.37,32.6,54.08,11.0,Tourist Card,off-peak
77499,2022-12-30,Mandi House,New Delhi,2.11,136.07,51.31,19.0,Tourist Card,maintenance
148226,2024-09-19,Rajiv Chowk,Hauz Khas,25.59,161.22,57.09,22.0,Single,weekend
112630,2022-04-25,Inderlok,Netaji Subhash Place,4.68,85.3,19.29,11.0,Tourist Card,peak
104416,2023-07-07,Hauz Khas,Chandni Chowk,1.43,34.69,106.97,20.0,Smart Card,maintenance
148834,2023-08-24,New Delhi,Inderlok,2.89,107.26,13.09,21.0,Tourist Card,off-peak
1314,2024-06-13,Rajiv Chowk,Mandi House,8.31,69.35,77.24,17.0,Single,maintenance
106275,2023-08-22,Kalkaji Mandir,Laxmi Nagar,20.04,138.74,22.16,15.0,Tourist Card,peak
9068,2023-07-08,Rajiv Chowk,Pragati Maidan,0.66,83.8,71.45,18.0,Tourist Card,weekend
111993,2022-04-22,Chandni Chowk,Central Secretariat,13.73,143.38,42.76,17.0,Tourist Card,maintenance
63559,2022-10-21,Rajiv Chowk,Old Delhi,4.43,68.87,107.5,24.0,Smart Card,off-peak
100551,2022-01-26,Mandi House,Noida City Centre,4.2,183.6,114.3,26.0,Single,maintenance
48495,2024-04-14,Noida City Centre,Kashmere Gate,1.3599999999999999,81.05,100.98,18.0,Tourist Card,festival
98028,2023-07-23,Noida City Centre,Barakhamba Road,8.52,93.84,112.61,18.0,Single,peak
135992,2024-06-20,Kashmere Gate,Punjabi Bagh,8.88,32.74,65.42,27.0,Tourist Card,maintenance
56831,2023-07-18,Noida City Centre,Old Delhi,3.81,183.88,7.2,22.0,Tourist Card,maintenance
82224,2024-11-26,Inderlok,Central Secretariat,0.75,51.43,63.42,18.0,Tourist Card,off-peak
43157,2023-01-02,LAXMI NAGAR,Model Town,5.04,130.25,57.31,26.0,Smart Card,maintenance
61848,2023-09-05,Mandi House,Mandi House,2.21,56.73,72.48,19.0,Smart Card,festival
94951,2022-12-23,New Delhi,Pragati Maidan,5.47,196.48,113.18,20.0,Tourist Card,festival
34649,2024-08-18,Noida City Centre,Jasola Vihar,16.96,66.52,41.3,14.0,Smart Card,maintenance
135311,2024-05-27,New Delhi,Model Town,2.5300000000000002,48.98,19.01,20.0,Tourist Card,off-peak
36863,2024-08-05,JASOLA VIHAR,Hauz Khas,2.33,122.23,110.24,18.0,Tourist Card,peak
6185,2022-01-25,Hauz Khas,Chandni Chowk,5.15,155.81,39.91,27.0,Tourist Card,maintenance
103941,2023-04-06,Rajiv Chowk,Netaji Subhash Place,0.91,30.32,97.96,15.0,Tourist Card,
146720,2024-03-24,Kashmere Gate,Mandi House,1.34,24.33,101.87,20.0,Single,festival
93165,2022-02-15,Kalkaji Mandir,Noida City Centre,1.6099999999999999,134.8,94.23,21.0,Single,
85649,2022-04-19,Noida City Centre,Shivaji Park,5.98,122.52,96.29,25.0,Single,peak
69905,2024-07-02,Chandni Chowk,Dilshad Garden,2.13,99.43,46.25,13.0,Single,
19021,2022-04-25,kalkaji mandir,Chandni Chowk,1.6600000000000001,79.89,86.08,25.0,Smart Card,off-peak
1455,2022-02-03,Rajouri Garden,Central Secretariat,4.9,78.59,42.61,18.0,Tourist Card,weekend
148216,2024-04-12,Noida City Centre,Model Town,5.0,188.75,89.88,15.0,Smart Card,festival
56000,2023-11-03,Kashmere Gate,AIIMS,5.02,182.72,76.2,20.0,,off-peak
109926,2024-04-19,Rajiv Chowk,Rajouri Garden,20.74,81.39,75.43,18.0,Tourist Card,festival
48289,2023-01-29,Inderlok,Netaji Subhash Place,1.22,123.99,7.72,18.0,Tourist Card,weekend
144495,2024-09-11,Janakpuri West,Netaji Subhash Place,8.16,148.57,33.46,25.0,Tourist Card,weekend
897,2022-11-17,Rajiv Chowk,Barakhamba Road,3.49,37.31,30.07,22.0,Tourist Card,off-peak
40332,2024-11-23,Central Secretariat,Rajouri Garden,1.29,69.44,8.07,32.0,Single,weekend
29247,2023-11-06,Hauz Khas,Mandi House,1.42,170.24,22.72,14.0,Single,off-peak
100166,2022-09-07,Inderlok,Dilshad Garden,0.66,165.94,115.85,18.0,Tourist Card,weekend
35832,2023-10-09,Mandi House,Hauz Khas,9.18,79.15,108.08,16.0,Single,maintenance
50410,2023-11-08,Kalkaji Mandir,Old Delhi,3.77,148.24,97.67,12.0,Smart Card,festival
22600,2023-10-30,kalkaji mandir,Shivaji Park,13.64,66.13,92.55,,Tourist Card,maintenance
84708,2023-12-03,Dilshad Garden,Kirti Nagar,3.99,198.09,23.21,15.0,Smart Card,festival
4339,2023-02-24,Janakpuri West,Inderlok,13.1,57.21,21.15,20.0,Tourist Card,festival
5828,2022-03-19,Mandi House,Central Secretariat,4.79,115.32,51.37,21.0,Tourist Card,off-peak
